INDUSTRY,QUARTER,YEAR,ACTION,VALUE_%
Basic precious and non-ferrous metal products,4,2012,UNDER_UTILISATION,18.7
Basic precious and non-ferrous metal products,1,2013,UNDER_UTILISATION,18.6
Basic precious and non-ferrous metal products,2,2013,UNDER_UTILISATION,18.9
Basic precious and non-ferrous metal products,3,2013,UNDER_UTILISATION,19.0
Basic precious and non-ferrous metal products,4,2013,UNDER_UTILISATION,18.6
Basic precious and non-ferrous metal products,1,2014,UNDER_UTILISATION,16.5
Basic precious and non-ferrous metal products,2,2014,UNDER_UTILISATION,19.2
Basic precious and non-ferrous metal products,3,2014,UNDER_UTILISATION,20.0
Basic precious and non-ferrous metal products,4,2014,UNDER_UTILISATION,19.9
Basic precious and non-ferrous metal products,1,2015,UNDER_UTILISATION,21.2
Basic precious and non-ferrous metal products,2,2015,UNDER_UTILISATION,22.2
Basic precious and non-ferrous metal products,3,2015,UNDER_UTILISATION,27.7
Basic precious and non-ferrous metal products,4,2015,UNDER_UTILISATION,25.9
Basic precious and non-ferrous metal products,1,2016,UNDER_UTILISATION,21.8
Basic precious and non-ferrous metal products,2,2016,UNDER_UTILISATION,23.6
Basic precious and non-ferrous metal products,3,2016,UNDER_UTILISATION,21.2
Basic precious and non-ferrous metal products,4,2016,UNDER_UTILISATION,21.1
Basic precious and non-ferrous metal products,1,2017,UNDER_UTILISATION,23.5
Basic precious and non-ferrous metal products,2,2017,UNDER_UTILISATION,21.7
Basic precious and non-ferrous metal products,3,2017,UNDER_UTILISATION,21.0
Basic precious and non-ferrous metal products,4,2017,UNDER_UTILISATION,20.1
Basic precious and non-ferrous metal products,1,2018,UNDER_UTILISATION,22.2
Basic precious and non-ferrous metal products,2,2018,UNDER_UTILISATION,19.7
Basic precious and non-ferrous metal products,3,2018,UNDER_UTILISATION,18.7
Basic precious and non-ferrous metal products,4,2018,UNDER_UTILISATION,19.1
Basic precious and non-ferrous metal products,1,2019,UNDER_UTILISATION,22.2
Basic precious and non-ferrous metal products,2,2019,UNDER_UTILISATION,19.5
Basic precious and non-ferrous metal products,3,2019,UNDER_UTILISATION,23.8
Basic precious and non-ferrous metal products,4,2019,UNDER_UTILISATION,23.1
Basic precious and non-ferrous metal products,1,2020,UNDER_UTILISATION,22.4
Basic precious and non-ferrous metal products,2,2020,UNDER_UTILISATION,44.8
Basic precious and non-ferrous metal products,3,2020,UNDER_UTILISATION,32.9
Basic precious and non-ferrous metal products,4,2020,UNDER_UTILISATION,29.1
Basic precious and non-ferrous metal products,1,2021,UNDER_UTILISATION,27.8
Basic precious and non-ferrous metal products,2,2021,UNDER_UTILISATION,25.9
Basic precious and non-ferrous metal products,3,2021,UNDER_UTILISATION,25.0
Basic precious and non-ferrous metal products,4,2021,UNDER_UTILISATION,25.7
Metal products,4,2003,UNDER_UTILISATION,11.9
Metal products,1,2004,UNDER_UTILISATION,16.8
Metal products,2,2004,UNDER_UTILISATION,24.9
Metal products,3,2004,UNDER_UTILISATION,20.7
Metal products,4,2004,UNDER_UTILISATION,17.8
Metal products,1,2005,UNDER_UTILISATION,16.4
Metal products,2,2005,UNDER_UTILISATION,17.2
Metal products,3,2005,UNDER_UTILISATION,17.6
Metal products,4,2005,UNDER_UTILISATION,15.1
Metal products,1,2006,UNDER_UTILISATION,16.7
Metal products,2,2006,UNDER_UTILISATION,17.0
Metal products,3,2006,UNDER_UTILISATION,15.9
Metal products,4,2006,UNDER_UTILISATION,14.2
Metal products,1,2007,UNDER_UTILISATION,18.6
Metal products,2,2007,UNDER_UTILISATION,17.8
Metal products,3,2007,UNDER_UTILISATION,17.0
Metal products,4,2007,UNDER_UTILISATION,16.7
Metal products,1,2008,UNDER_UTILISATION,17.4
Metal products,2,2008,UNDER_UTILISATION,17.7
Metal products,3,2008,UNDER_UTILISATION,18.7
Metal products,4,2008,UNDER_UTILISATION,20.9
Metal products,1,2009,UNDER_UTILISATION,25.7
Metal products,2,2009,UNDER_UTILISATION,26.3
Metal products,3,2009,UNDER_UTILISATION,27.1
Metal products,4,2009,UNDER_UTILISATION,24.6
Metal products,1,2010,UNDER_UTILISATION,25.9
Metal products,2,2010,UNDER_UTILISATION,27.2
Metal products,3,2010,UNDER_UTILISATION,28.5
Metal products,4,2010,UNDER_UTILISATION,24.6
Metal products,1,2011,UNDER_UTILISATION,26.4
Metal products,2,2011,UNDER_UTILISATION,24.7
Metal products,3,2011,UNDER_UTILISATION,24.4
Metal products,4,2011,UNDER_UTILISATION,23.2
Metal products,1,2012,UNDER_UTILISATION,24.9
Metal products,2,2012,UNDER_UTILISATION,25.3
Metal products,3,2012,UNDER_UTILISATION,23.6
Metal products,4,2012,UNDER_UTILISATION,19.2
Metal products,1,2013,UNDER_UTILISATION,23.4
Metal products,2,2013,UNDER_UTILISATION,25.1
Metal products,3,2013,UNDER_UTILISATION,23.9
Metal products,4,2013,UNDER_UTILISATION,21.9
Metal products,1,2014,UNDER_UTILISATION,24.7
Metal products,2,2014,UNDER_UTILISATION,25.6
Metal products,3,2014,UNDER_UTILISATION,23.4
Metal products,4,2014,UNDER_UTILISATION,24.4
Metal products,1,2015,UNDER_UTILISATION,25.9
Metal products,2,2015,UNDER_UTILISATION,27.0
Metal products,3,2015,UNDER_UTILISATION,27.9
Metal products,4,2015,UNDER_UTILISATION,25.5
Metal products,1,2016,UNDER_UTILISATION,27.5
Metal products,2,2016,UNDER_UTILISATION,27.6
Metal products,3,2016,UNDER_UTILISATION,27.0
Metal products,4,2016,UNDER_UTILISATION,24.1
Metal products,1,2017,UNDER_UTILISATION,26.4
Metal products,2,2017,UNDER_UTILISATION,26.0
Metal products,3,2017,UNDER_UTILISATION,26.1
Metal products,4,2017,UNDER_UTILISATION,25.0
Metal products,1,2018,UNDER_UTILISATION,27.0
Metal products,2,2018,UNDER_UTILISATION,26.0
Metal products,3,2018,UNDER_UTILISATION,26.1
Metal products,4,2018,UNDER_UTILISATION,26.3
Metal products,1,2019,UNDER_UTILISATION,27.3
Metal products,2,2019,UNDER_UTILISATION,25.5
Metal products,3,2019,UNDER_UTILISATION,27.3
Metal products,4,2019,UNDER_UTILISATION,27.8
Metal products,1,2020,UNDER_UTILISATION,28.2
Metal products,2,2020,UNDER_UTILISATION,55.7
Metal products,3,2020,UNDER_UTILISATION,40.0
Metal products,4,2020,UNDER_UTILISATION,28.5
Metal products,1,2021,UNDER_UTILISATION,27.5
Metal products,2,2021,UNDER_UTILISATION,25.4
Metal products,3,2021,UNDER_UTILISATION,24.4
Metal products,4,2021,UNDER_UTILISATION,25.5
Machinery,4,2003,UNDER_UTILISATION,15.8
Machinery,1,2004,UNDER_UTILISATION,16.4
Machinery,2,2004,UNDER_UTILISATION,18.7
Machinery,3,2004,UNDER_UTILISATION,16.5
Machinery,4,2004,UNDER_UTILISATION,16.6
Machinery,1,2005,UNDER_UTILISATION,15.0
Machinery,2,2005,UNDER_UTILISATION,18.4
Machinery,3,2005,UNDER_UTILISATION,13.4
Machinery,4,2005,UNDER_UTILISATION,14.4
Machinery,1,2006,UNDER_UTILISATION,15.6
Machinery,2,2006,UNDER_UTILISATION,10.2
Machinery,3,2006,UNDER_UTILISATION,10.0
Machinery,4,2006,UNDER_UTILISATION,10.4
Machinery,1,2007,UNDER_UTILISATION,9.7
Machinery,2,2007,UNDER_UTILISATION,10.8
Machinery,3,2007,UNDER_UTILISATION,11.7
Machinery,4,2007,UNDER_UTILISATION,10.1
Machinery,1,2008,UNDER_UTILISATION,11.6
Machinery,2,2008,UNDER_UTILISATION,12.2
Machinery,3,2008,UNDER_UTILISATION,12.6
Machinery,4,2008,UNDER_UTILISATION,15.2
Machinery,1,2009,UNDER_UTILISATION,24.2
Machinery,2,2009,UNDER_UTILISATION,25.4
Machinery,3,2009,UNDER_UTILISATION,26.4
Machinery,4,2009,UNDER_UTILISATION,22.5
Machinery,1,2010,UNDER_UTILISATION,21.7
Machinery,2,2010,UNDER_UTILISATION,22.4
Machinery,3,2010,UNDER_UTILISATION,21.5
Machinery,4,2010,UNDER_UTILISATION,18.0
Machinery,1,2011,UNDER_UTILISATION,20.4
Machinery,2,2011,UNDER_UTILISATION,17.9
Machinery,3,2011,UNDER_UTILISATION,16.4
Machinery,4,2011,UNDER_UTILISATION,13.5
Machinery,1,2012,UNDER_UTILISATION,15.4
Machinery,2,2012,UNDER_UTILISATION,15.3
Machinery,3,2012,UNDER_UTILISATION,16.8
Machinery,4,2012,UNDER_UTILISATION,14.4
Machinery,1,2013,UNDER_UTILISATION,18.0
Machinery,2,2013,UNDER_UTILISATION,17.0
Machinery,3,2013,UNDER_UTILISATION,16.5
Machinery,4,2013,UNDER_UTILISATION,15.5
Machinery,1,2014,UNDER_UTILISATION,18.5
Machinery,2,2014,UNDER_UTILISATION,19.1
Machinery,3,2014,UNDER_UTILISATION,18.3
Machinery,4,2014,UNDER_UTILISATION,16.3
Machinery,1,2015,UNDER_UTILISATION,17.8
Machinery,2,2015,UNDER_UTILISATION,18.1
Machinery,3,2015,UNDER_UTILISATION,17.6
Machinery,4,2015,UNDER_UTILISATION,18.9
Machinery,1,2016,UNDER_UTILISATION,17.8
Machinery,2,2016,UNDER_UTILISATION,18.8
Machinery,3,2016,UNDER_UTILISATION,19.5
Machinery,4,2016,UNDER_UTILISATION,19.9
Machinery,1,2017,UNDER_UTILISATION,18.9
Machinery,2,2017,UNDER_UTILISATION,18.4
Machinery,3,2017,UNDER_UTILISATION,19.3
Machinery,4,2017,UNDER_UTILISATION,19.0
Machinery,1,2018,UNDER_UTILISATION,20.7
Machinery,2,2018,UNDER_UTILISATION,21.9
Machinery,3,2018,UNDER_UTILISATION,21.0
Machinery,4,2018,UNDER_UTILISATION,21.0
Machinery,1,2019,UNDER_UTILISATION,21.0
Machinery,2,2019,UNDER_UTILISATION,19.3
Machinery,3,2019,UNDER_UTILISATION,22.1
Machinery,4,2019,UNDER_UTILISATION,19.9
Machinery,1,2020,UNDER_UTILISATION,21.8
Machinery,2,2020,UNDER_UTILISATION,26.7
Machinery,3,2020,UNDER_UTILISATION,24.0
Machinery,4,2020,UNDER_UTILISATION,20.3
Machinery,1,2021,UNDER_UTILISATION,22.1
Machinery,2,2021,UNDER_UTILISATION,26.6
Machinery,3,2021,UNDER_UTILISATION,27.0
Machinery,4,2021,UNDER_UTILISATION,22.8
"Radio, television and communication apparatus",4,2003,UNDER_UTILISATION,17.4
"Radio, television and communication apparatus",1,2004,UNDER_UTILISATION,20.3
"Radio, television and communication apparatus",2,2004,UNDER_UTILISATION,17.6
"Radio, television and communication apparatus",3,2004,UNDER_UTILISATION,19.5
"Radio, television and communication apparatus",4,2004,UNDER_UTILISATION,11.7
"Radio, television and communication apparatus",1,2005,UNDER_UTILISATION,11.9
"Radio, television and communication apparatus",2,2005,UNDER_UTILISATION,14.1
"Radio, television and communication apparatus",3,2005,UNDER_UTILISATION,12.9
"Radio, television and communication apparatus",4,2005,UNDER_UTILISATION,10.4
"Radio, television and communication apparatus",1,2006,UNDER_UTILISATION,16.4
"Radio, television and communication apparatus",2,2006,UNDER_UTILISATION,9.9
"Radio, television and communication apparatus",3,2006,UNDER_UTILISATION,9.2
"Radio, television and communication apparatus",4,2006,UNDER_UTILISATION,10.1
"Radio, television and communication apparatus",1,2007,UNDER_UTILISATION,13.8
"Radio, television and communication apparatus",2,2007,UNDER_UTILISATION,13.1
"Radio, television and communication apparatus",3,2007,UNDER_UTILISATION,11.1
"Radio, television and communication apparatus",4,2007,UNDER_UTILISATION,8.5
"Radio, television and communication apparatus",1,2008,UNDER_UTILISATION,11.4
"Radio, television and communication apparatus",2,2008,UNDER_UTILISATION,12.6
"Radio, television and communication apparatus",3,2008,UNDER_UTILISATION,11.4
"Radio, television and communication apparatus",4,2008,UNDER_UTILISATION,10.9
"Radio, television and communication apparatus",1,2009,UNDER_UTILISATION,12.3
"Radio, television and communication apparatus",2,2009,UNDER_UTILISATION,12.9
"Radio, television and communication apparatus",3,2009,UNDER_UTILISATION,18.2
"Radio, television and communication apparatus",4,2009,UNDER_UTILISATION,14.2
"Radio, television and communication apparatus",1,2010,UNDER_UTILISATION,26.0
"Radio, television and communication apparatus",2,2010,UNDER_UTILISATION,28.9
"Radio, television and communication apparatus",3,2010,UNDER_UTILISATION,30.8
"Radio, television and communication apparatus",4,2010,UNDER_UTILISATION,21.5
"Radio, television and communication apparatus",1,2011,UNDER_UTILISATION,23.7
"Radio, television and communication apparatus",2,2011,UNDER_UTILISATION,27.0
"Radio, television and communication apparatus",3,2011,UNDER_UTILISATION,21.4
"Radio, television and communication apparatus",4,2011,UNDER_UTILISATION,21.7
"Radio, television and communication apparatus",1,2012,UNDER_UTILISATION,20.5
"Radio, television and communication apparatus",2,2012,UNDER_UTILISATION,22.7
"Radio, television and communication apparatus",3,2012,UNDER_UTILISATION,20.1
"Radio, television and communication apparatus",4,2012,UNDER_UTILISATION,11.9
"Radio, television and communication apparatus",1,2013,UNDER_UTILISATION,14.7
"Radio, television and communication apparatus",2,2013,UNDER_UTILISATION,22.7
"Radio, television and communication apparatus",3,2013,UNDER_UTILISATION,19.3
"Radio, television and communication apparatus",4,2013,UNDER_UTILISATION,13.6
"Radio, television and communication apparatus",1,2014,UNDER_UTILISATION,15.4
"Radio, television and communication apparatus",2,2014,UNDER_UTILISATION,14.9
"Radio, television and communication apparatus",3,2014,UNDER_UTILISATION,11.6
"Radio, television and communication apparatus",4,2014,UNDER_UTILISATION,10.6
"Radio, television and communication apparatus",1,2015,UNDER_UTILISATION,17.2
"Radio, television and communication apparatus",2,2015,UNDER_UTILISATION,19.5
"Radio, television and communication apparatus",3,2015,UNDER_UTILISATION,20.0
"Radio, television and communication apparatus",4,2015,UNDER_UTILISATION,19.2
"Radio, television and communication apparatus",1,2016,UNDER_UTILISATION,18.2
"Radio, television and communication apparatus",2,2016,UNDER_UTILISATION,16.1
"Radio, television and communication apparatus",3,2016,UNDER_UTILISATION,15.4
"Radio, television and communication apparatus",4,2016,UNDER_UTILISATION,16.5
"Radio, television and communication apparatus",1,2017,UNDER_UTILISATION,17.8
"Radio, television and communication apparatus",2,2017,UNDER_UTILISATION,15.7
"Radio, television and communication apparatus",3,2017,UNDER_UTILISATION,15.6
"Radio, television and communication apparatus",4,2017,UNDER_UTILISATION,16.8
"Radio, television and communication apparatus",1,2018,UNDER_UTILISATION,20.5
"Radio, television and communication apparatus",2,2018,UNDER_UTILISATION,20.7
"Radio, television and communication apparatus",3,2018,UNDER_UTILISATION,20.8
"Radio, television and communication apparatus",4,2018,UNDER_UTILISATION,18.4
"Radio, television and communication apparatus",1,2019,UNDER_UTILISATION,22.0
"Radio, television and communication apparatus",2,2019,UNDER_UTILISATION,23.4
"Radio, television and communication apparatus",3,2019,UNDER_UTILISATION,24.9
"Radio, television and communication apparatus",4,2019,UNDER_UTILISATION,25.4
"Radio, television and communication apparatus",1,2020,UNDER_UTILISATION,23.8
"Radio, television and communication apparatus",2,2020,UNDER_UTILISATION,38.3
"Radio, television and communication apparatus",3,2020,UNDER_UTILISATION,28.4
"Radio, television and communication apparatus",4,2020,UNDER_UTILISATION,22.5
"Radio, television and communication apparatus",1,2021,UNDER_UTILISATION,26.7
"Radio, television and communication apparatus",2,2021,UNDER_UTILISATION,22.5
"Radio, television and communication apparatus",3,2021,UNDER_UTILISATION,21.8
"Radio, television and communication apparatus",4,2021,UNDER_UTILISATION,21.8
Professional equipment,4,2003,UNDER_UTILISATION,13.3
Professional equipment,1,2004,UNDER_UTILISATION,5.9
Professional equipment,2,2004,UNDER_UTILISATION,5.9
Professional equipment,3,2004,UNDER_UTILISATION,14.8
Professional equipment,4,2004,UNDER_UTILISATION,19.5
Professional equipment,1,2005,UNDER_UTILISATION,17.6
Professional equipment,2,2005,UNDER_UTILISATION,17.1
Professional equipment,3,2005,UNDER_UTILISATION,15.5
Professional equipment,4,2005,UNDER_UTILISATION,12.3
Professional equipment,1,2006,UNDER_UTILISATION,14.2
Professional equipment,2,2006,UNDER_UTILISATION,14.5
Professional equipment,3,2006,UNDER_UTILISATION,11.1
Professional equipment,4,2006,UNDER_UTILISATION,10.4
Professional equipment,1,2007,UNDER_UTILISATION,11.3
Professional equipment,2,2007,UNDER_UTILISATION,10.6
Professional equipment,3,2007,UNDER_UTILISATION,11.3
Professional equipment,4,2007,UNDER_UTILISATION,11.1
Professional equipment,1,2008,UNDER_UTILISATION,11.8
Professional equipment,2,2008,UNDER_UTILISATION,11.2
Professional equipment,3,2008,UNDER_UTILISATION,12.7
Professional equipment,4,2008,UNDER_UTILISATION,13.8
Professional equipment,1,2009,UNDER_UTILISATION,19.5
Professional equipment,2,2009,UNDER_UTILISATION,15.6
Professional equipment,3,2009,UNDER_UTILISATION,19.8
Professional equipment,4,2009,UNDER_UTILISATION,13.4
Professional equipment,1,2010,UNDER_UTILISATION,15.9
Professional equipment,2,2010,UNDER_UTILISATION,14.0
Professional equipment,3,2010,UNDER_UTILISATION,13.6
Professional equipment,4,2010,UNDER_UTILISATION,16.2
Professional equipment,1,2011,UNDER_UTILISATION,16.8
Professional equipment,2,2011,UNDER_UTILISATION,15.2
Professional equipment,3,2011,UNDER_UTILISATION,10.7
Professional equipment,4,2011,UNDER_UTILISATION,9.0
Professional equipment,1,2012,UNDER_UTILISATION,13.5
Professional equipment,2,2012,UNDER_UTILISATION,11.5
Professional equipment,3,2012,UNDER_UTILISATION,10.1
Professional equipment,4,2012,UNDER_UTILISATION,9.4
Professional equipment,1,2013,UNDER_UTILISATION,15.2
Professional equipment,2,2013,UNDER_UTILISATION,14.3
Professional equipment,3,2013,UNDER_UTILISATION,14.8
Professional equipment,4,2013,UNDER_UTILISATION,11.4
Professional equipment,1,2014,UNDER_UTILISATION,15.4
Professional equipment,2,2014,UNDER_UTILISATION,15.3
Professional equipment,3,2014,UNDER_UTILISATION,16.1
Professional equipment,4,2014,UNDER_UTILISATION,13.5
Professional equipment,1,2015,UNDER_UTILISATION,17.3
Professional equipment,2,2015,UNDER_UTILISATION,15.9
Professional equipment,3,2015,UNDER_UTILISATION,15.0
Professional equipment,4,2015,UNDER_UTILISATION,12.2
Professional equipment,1,2016,UNDER_UTILISATION,13.4
Professional equipment,2,2016,UNDER_UTILISATION,14.4
Professional equipment,3,2016,UNDER_UTILISATION,14.2
Professional equipment,4,2016,UNDER_UTILISATION,13.0
Professional equipment,1,2017,UNDER_UTILISATION,13.7
Professional equipment,2,2017,UNDER_UTILISATION,12.8
Professional equipment,3,2017,UNDER_UTILISATION,17.5
Professional equipment,4,2017,UNDER_UTILISATION,13.0
Professional equipment,1,2018,UNDER_UTILISATION,12.7
Professional equipment,2,2018,UNDER_UTILISATION,17.7
Professional equipment,3,2018,UNDER_UTILISATION,20.7
Professional equipment,4,2018,UNDER_UTILISATION,17.4
Professional equipment,1,2019,UNDER_UTILISATION,20.2
Professional equipment,2,2019,UNDER_UTILISATION,19.3
Professional equipment,3,2019,UNDER_UTILISATION,18.7
Professional equipment,4,2019,UNDER_UTILISATION,18.0
Professional equipment,1,2020,UNDER_UTILISATION,20.5
Professional equipment,2,2020,UNDER_UTILISATION,39.7
Professional equipment,3,2020,UNDER_UTILISATION,31.0
Professional equipment,4,2020,UNDER_UTILISATION,18.0
Professional equipment,1,2021,UNDER_UTILISATION,21.9
Professional equipment,2,2021,UNDER_UTILISATION,18.4
Professional equipment,3,2021,UNDER_UTILISATION,17.7
Professional equipment,4,2021,UNDER_UTILISATION,16.6
"Motor vehicles, parts and accessories",4,2003,UNDER_UTILISATION,22.5
"Motor vehicles, parts and accessories",1,2004,UNDER_UTILISATION,19.7
"Motor vehicles, parts and accessories",2,2004,UNDER_UTILISATION,17.2
"Motor vehicles, parts and accessories",3,2004,UNDER_UTILISATION,15.8
"Motor vehicles, parts and accessories",4,2004,UNDER_UTILISATION,13.8
"Motor vehicles, parts and accessories",1,2005,UNDER_UTILISATION,22.4
"Motor vehicles, parts and accessories",2,2005,UNDER_UTILISATION,14.9
"Motor vehicles, parts and accessories",3,2005,UNDER_UTILISATION,13.0
"Motor vehicles, parts and accessories",4,2005,UNDER_UTILISATION,11.1
"Motor vehicles, parts and accessories",1,2006,UNDER_UTILISATION,11.5
"Motor vehicles, parts and accessories",2,2006,UNDER_UTILISATION,11.3
"Motor vehicles, parts and accessories",3,2006,UNDER_UTILISATION,11.4
"Motor vehicles, parts and accessories",4,2006,UNDER_UTILISATION,8.9
"Motor vehicles, parts and accessories",1,2007,UNDER_UTILISATION,9.3
"Motor vehicles, parts and accessories",2,2007,UNDER_UTILISATION,10.8
"Motor vehicles, parts and accessories",3,2007,UNDER_UTILISATION,11.7
"Motor vehicles, parts and accessories",4,2007,UNDER_UTILISATION,12.3
"Motor vehicles, parts and accessories",1,2008,UNDER_UTILISATION,13.4
"Motor vehicles, parts and accessories",2,2008,UNDER_UTILISATION,16.7
"Motor vehicles, parts and accessories",3,2008,UNDER_UTILISATION,16.9
"Motor vehicles, parts and accessories",4,2008,UNDER_UTILISATION,20.5
"Motor vehicles, parts and accessories",1,2009,UNDER_UTILISATION,30.3
"Motor vehicles, parts and accessories",2,2009,UNDER_UTILISATION,31.3
"Motor vehicles, parts and accessories",3,2009,UNDER_UTILISATION,33.3
"Motor vehicles, parts and accessories",4,2009,UNDER_UTILISATION,24.8
"Motor vehicles, parts and accessories",1,2010,UNDER_UTILISATION,26.3
"Motor vehicles, parts and accessories",2,2010,UNDER_UTILISATION,22.2
"Motor vehicles, parts and accessories",3,2010,UNDER_UTILISATION,28.2
"Motor vehicles, parts and accessories",4,2010,UNDER_UTILISATION,14.9
"Motor vehicles, parts and accessories",1,2011,UNDER_UTILISATION,18.6
"Motor vehicles, parts and accessories",2,2011,UNDER_UTILISATION,22.7
"Motor vehicles, parts and accessories",3,2011,UNDER_UTILISATION,17.9
"Motor vehicles, parts and accessories",4,2011,UNDER_UTILISATION,19.6
"Motor vehicles, parts and accessories",1,2012,UNDER_UTILISATION,19.0
"Motor vehicles, parts and accessories",2,2012,UNDER_UTILISATION,14.7
"Motor vehicles, parts and accessories",3,2012,UNDER_UTILISATION,14.9
"Motor vehicles, parts and accessories",4,2012,UNDER_UTILISATION,14.1
"Motor vehicles, parts and accessories",1,2013,UNDER_UTILISATION,17.7
"Motor vehicles, parts and accessories",2,2013,UNDER_UTILISATION,15.1
"Motor vehicles, parts and accessories",3,2013,UNDER_UTILISATION,27.9
"Motor vehicles, parts and accessories",4,2013,UNDER_UTILISATION,13.9
"Motor vehicles, parts and accessories",1,2014,UNDER_UTILISATION,20.7
"Motor vehicles, parts and accessories",2,2014,UNDER_UTILISATION,20.0
"Motor vehicles, parts and accessories",3,2014,UNDER_UTILISATION,15.6
"Motor vehicles, parts and accessories",4,2014,UNDER_UTILISATION,16.0
"Motor vehicles, parts and accessories",1,2015,UNDER_UTILISATION,20.1
"Motor vehicles, parts and accessories",2,2015,UNDER_UTILISATION,16.8
"Motor vehicles, parts and accessories",3,2015,UNDER_UTILISATION,19.3
"Motor vehicles, parts and accessories",4,2015,UNDER_UTILISATION,16.1
"Motor vehicles, parts and accessories",1,2016,UNDER_UTILISATION,18.1
"Motor vehicles, parts and accessories",2,2016,UNDER_UTILISATION,18.3
"Motor vehicles, parts and accessories",3,2016,UNDER_UTILISATION,16.3
"Motor vehicles, parts and accessories",4,2016,UNDER_UTILISATION,16.8
"Motor vehicles, parts and accessories",1,2017,UNDER_UTILISATION,18.4
"Motor vehicles, parts and accessories",2,2017,UNDER_UTILISATION,17.8
"Motor vehicles, parts and accessories",3,2017,UNDER_UTILISATION,15.4
"Motor vehicles, parts and accessories",4,2017,UNDER_UTILISATION,16.6
"Motor vehicles, parts and accessories",1,2018,UNDER_UTILISATION,17.1
"Motor vehicles, parts and accessories",2,2018,UNDER_UTILISATION,16.1
"Motor vehicles, parts and accessories",3,2018,UNDER_UTILISATION,15.7
"Motor vehicles, parts and accessories",4,2018,UNDER_UTILISATION,14.4
"Motor vehicles, parts and accessories",1,2019,UNDER_UTILISATION,16.1
"Motor vehicles, parts and accessories",2,2019,UNDER_UTILISATION,15.1
"Motor vehicles, parts and accessories",3,2019,UNDER_UTILISATION,15.4
"Motor vehicles, parts and accessories",4,2019,UNDER_UTILISATION,18.0
"Motor vehicles, parts and accessories",1,2020,UNDER_UTILISATION,17.8
"Motor vehicles, parts and accessories",2,2020,UNDER_UTILISATION,52.9
"Motor vehicles, parts and accessories",3,2020,UNDER_UTILISATION,31.3
"Motor vehicles, parts and accessories",4,2020,UNDER_UTILISATION,19.3
"Motor vehicles, parts and accessories",1,2021,UNDER_UTILISATION,18.0
"Motor vehicles, parts and accessories",2,2021,UNDER_UTILISATION,17.9
"Motor vehicles, parts and accessories",3,2021,UNDER_UTILISATION,26.7
"Motor vehicles, parts and accessories",4,2021,UNDER_UTILISATION,16.7
Other transport equipment,4,2003,UNDER_UTILISATION,24.8
Other transport equipment,1,2004,UNDER_UTILISATION,20.0
Other transport equipment,2,2004,UNDER_UTILISATION,28.7
Other transport equipment,3,2004,UNDER_UTILISATION,27.1
Other transport equipment,4,2004,UNDER_UTILISATION,24.7
Other transport equipment,1,2005,UNDER_UTILISATION,23.0
Other transport equipment,2,2005,UNDER_UTILISATION,22.5
Other transport equipment,3,2005,UNDER_UTILISATION,28.9
Other transport equipment,4,2005,UNDER_UTILISATION,30.0
Other transport equipment,1,2006,UNDER_UTILISATION,25.6
Other transport equipment,2,2006,UNDER_UTILISATION,26.8
Other transport equipment,3,2006,UNDER_UTILISATION,24.3
Other transport equipment,4,2006,UNDER_UTILISATION,29.8
Other transport equipment,1,2007,UNDER_UTILISATION,21.1
Other transport equipment,2,2007,UNDER_UTILISATION,22.1
Other transport equipment,3,2007,UNDER_UTILISATION,24.0
Other transport equipment,4,2007,UNDER_UTILISATION,20.6
Other transport equipment,1,2008,UNDER_UTILISATION,23.1
Other transport equipment,2,2008,UNDER_UTILISATION,18.0
Other transport equipment,3,2008,UNDER_UTILISATION,19.3
Other transport equipment,4,2008,UNDER_UTILISATION,21.2
Other transport equipment,1,2009,UNDER_UTILISATION,23.2
Other transport equipment,2,2009,UNDER_UTILISATION,17.9
Other transport equipment,3,2009,UNDER_UTILISATION,16.1
Other transport equipment,4,2009,UNDER_UTILISATION,23.3
Other transport equipment,1,2010,UNDER_UTILISATION,21.9
Other transport equipment,2,2010,UNDER_UTILISATION,21.7
Other transport equipment,3,2010,UNDER_UTILISATION,20.9
Other transport equipment,4,2010,UNDER_UTILISATION,22.4
Other transport equipment,1,2011,UNDER_UTILISATION,26.5
Other transport equipment,2,2011,UNDER_UTILISATION,19.5
Other transport equipment,3,2011,UNDER_UTILISATION,18.7
Other transport equipment,4,2011,UNDER_UTILISATION,23.8
Other transport equipment,1,2012,UNDER_UTILISATION,26.1
Other transport equipment,2,2012,UNDER_UTILISATION,20.7
Other transport equipment,3,2012,UNDER_UTILISATION,19.4
Other transport equipment,4,2012,UNDER_UTILISATION,19.5
Other transport equipment,1,2013,UNDER_UTILISATION,19.8
Other transport equipment,2,2013,UNDER_UTILISATION,20.7
Other transport equipment,3,2013,UNDER_UTILISATION,19.1
Other transport equipment,4,2013,UNDER_UTILISATION,18.5
Other transport equipment,1,2014,UNDER_UTILISATION,21.5
Other transport equipment,2,2014,UNDER_UTILISATION,29.0
Other transport equipment,3,2014,UNDER_UTILISATION,26.9
Other transport equipment,4,2014,UNDER_UTILISATION,27.5
Other transport equipment,1,2015,UNDER_UTILISATION,20.1
Other transport equipment,2,2015,UNDER_UTILISATION,30.5
Other transport equipment,3,2015,UNDER_UTILISATION,31.4
Other transport equipment,4,2015,UNDER_UTILISATION,24.9
Other transport equipment,1,2016,UNDER_UTILISATION,20.1
Other transport equipment,2,2016,UNDER_UTILISATION,25.5
