INDUSTRY,QUARTER,YEAR,RAW_MATERIAL_%,SKILLED_LABOUR_%,SEMI_AND_UNSKILLED LABOUR_%,INSUFFICIENT_DEMAND_%,OTHER_REASONS_%
"Motor vehicles, trailers and parts and accessories",2,2021,9.86,0.94,0.0,65.26,23.94
"Motor vehicles, trailers and parts and accessories",3,2021,14.74,0.7,0.0,51.58,32.98
"Motor vehicles, trailers and parts and accessories",4,2021,16.41,1.03,0.51,66.67,15.38
Other manufacturing groups (including tobacco products),4,2003,25.81,6.45,3.23,63.71,0.81
Other manufacturing groups (including tobacco products),1,2004,34.04,8.51,4.26,52.13,1.06
Other manufacturing groups (including tobacco products),2,2004,26.47,7.84,7.84,55.88,1.96
Other manufacturing groups (including tobacco products),3,2004,33.33,6.17,4.94,54.32,1.23
Other manufacturing groups (including tobacco products),4,2004,31.71,12.2,1.22,45.12,9.76
Other manufacturing groups (including tobacco products),1,2005,22.45,7.14,4.08,64.29,2.04
Other manufacturing groups (including tobacco products),2,2005,17.65,3.53,7.06,70.59,1.18
Other manufacturing groups (including tobacco products),3,2005,16.84,6.32,5.26,67.37,3.16
Other manufacturing groups (including tobacco products),4,2005,23.29,5.48,6.85,61.64,2.74
Other manufacturing groups (including tobacco products),1,2006,26.74,2.33,4.65,62.79,3.49
Other manufacturing groups (including tobacco products),2,2006,41.38,4.6,4.6,48.28,1.15
Other manufacturing groups (including tobacco products),3,2006,39.19,1.35,8.11,50.0,2.7
Other manufacturing groups (including tobacco products),4,2006,47.76,2.99,5.97,40.3,2.99
Other manufacturing groups (including tobacco products),1,2007,45.33,9.33,1.33,40.0,2.67
Other manufacturing groups (including tobacco products),2,2007,39.74,6.41,3.85,47.44,3.85
Other manufacturing groups (including tobacco products),3,2007,21.21,7.58,7.58,57.58,6.06
Other manufacturing groups (including tobacco products),4,2007,36.59,4.88,4.88,52.44,1.22
Other manufacturing groups (including tobacco products),1,2008,38.89,10.0,5.56,32.22,13.33
Other manufacturing groups (including tobacco products),2,2008,33.77,2.6,5.19,36.36,22.08
Other manufacturing groups (including tobacco products),3,2008,36.25,5.0,6.25,38.75,13.75
Other manufacturing groups (including tobacco products),4,2008,26.11,7.22,5.56,53.33,7.78
Other manufacturing groups (including tobacco products),1,2009,30.61,7.65,6.63,51.02,4.08
Other manufacturing groups (including tobacco products),2,2009,11.27,9.8,9.8,62.25,6.86
Other manufacturing groups (including tobacco products),3,2009,16.58,5.35,2.14,44.92,30.48
Other manufacturing groups (including tobacco products),4,2009,16.35,5.03,2.52,62.89,13.21
Other manufacturing groups (including tobacco products),1,2010,20.18,3.51,6.14,68.42,1.75
Other manufacturing groups (including tobacco products),2,2010,16.82,1.87,8.41,68.22,5.61
Other manufacturing groups (including tobacco products),3,2010,32.04,1.94,5.83,53.4,7.77
Other manufacturing groups (including tobacco products),4,2010,23.01,1.77,5.31,65.49,4.42
Other manufacturing groups (including tobacco products),1,2011,12.64,0.55,1.65,82.42,2.75
Other manufacturing groups (including tobacco products),2,2011,13.33,1.11,1.67,81.67,1.67
Other manufacturing groups (including tobacco products),3,2011,15.71,0.71,2.86,77.14,3.57
Other manufacturing groups (including tobacco products),4,2011,11.96,0.54,1.63,75.54,10.33
Other manufacturing groups (including tobacco products),1,2012,10.67,1.33,1.33,81.33,5.33
Other manufacturing groups (including tobacco products),2,2012,10.45,0.91,1.36,84.55,2.73
Other manufacturing groups (including tobacco products),3,2012,9.74,0.0,1.03,85.13,4.1
Other manufacturing groups (including tobacco products),4,2012,8.63,1.52,1.02,85.79,3.05
Other manufacturing groups (including tobacco products),1,2013,10.57,2.2,1.32,81.5,4.41
Other manufacturing groups (including tobacco products),2,2013,8.27,1.97,1.18,85.43,3.15
Other manufacturing groups (including tobacco products),3,2013,3.8,0.0,1.63,91.3,3.26
Other manufacturing groups (including tobacco products),4,2013,6.09,4.57,4.06,82.23,3.55
Other manufacturing groups (including tobacco products),1,2014,8.9,2.12,0.85,85.17,2.54
Other manufacturing groups (including tobacco products),2,2014,9.19,4.04,2.94,79.78,4.04
Other manufacturing groups (including tobacco products),3,2014,9.22,6.31,2.43,77.67,3.88
Other manufacturing groups (including tobacco products),4,2014,5.31,0.97,5.8,82.13,6.28
Other manufacturing groups (including tobacco products),1,2015,10.39,3.9,1.3,73.59,11.26
Other manufacturing groups (including tobacco products),2,2015,11.86,2.58,0.0,72.16,13.4
Other manufacturing groups (including tobacco products),3,2015,7.46,1.32,2.19,76.75,12.28
Other manufacturing groups (including tobacco products),4,2015,12.12,3.03,3.03,67.17,14.65
Other manufacturing groups (including tobacco products),1,2016,8.7,2.17,2.72,65.22,21.2
Other manufacturing groups (including tobacco products),2,2016,8.14,2.71,2.71,71.95,14.48
Other manufacturing groups (including tobacco products),3,2016,8.87,1.97,2.96,71.43,14.78
Other manufacturing groups (including tobacco products),4,2016,13.53,3.53,2.35,65.29,15.29
Other manufacturing groups (including tobacco products),1,2017,12.89,5.15,1.03,65.98,14.43
Other manufacturing groups (including tobacco products),2,2017,9.14,2.69,3.76,68.82,15.05
Other manufacturing groups (including tobacco products),3,2017,7.51,2.82,2.35,74.18,13.15
Other manufacturing groups (including tobacco products),4,2017,10.73,2.26,3.95,66.67,15.82
Other manufacturing groups (including tobacco products),1,2018,11.63,3.26,1.4,70.23,13.95
Other manufacturing groups (including tobacco products),2,2018,10.0,2.4,1.2,46.8,40.0
Other manufacturing groups (including tobacco products),3,2018,9.69,5.1,0.51,75.51,9.69
Other manufacturing groups (including tobacco products),4,2018,11.66,6.13,0.61,70.55,11.66
Other manufacturing groups (including tobacco products),1,2019,7.36,3.46,0.43,80.95,8.23
Other manufacturing groups (including tobacco products),2,2019,10.29,5.39,0.49,74.51,9.31
Other manufacturing groups (including tobacco products),3,2019,10.7,5.88,1.6,71.66,10.16
Other manufacturing groups (including tobacco products),4,2019,9.64,5.08,1.52,73.6,10.15
Other manufacturing groups (including tobacco products),1,2020,13.37,6.95,2.14,67.91,10.16
Other manufacturing groups (including tobacco products),2,2020,5.59,1.96,0.42,20.39,71.65
Other manufacturing groups (including tobacco products),3,2020,9.96,4.15,1.24,55.19,29.46
Other manufacturing groups (including tobacco products),4,2020,20.38,2.41,0.8,55.76,20.64
Other manufacturing groups (including tobacco products),1,2021,8.49,3.86,0.77,76.83,10.42
Other manufacturing groups (including tobacco products),2,2021,9.52,2.16,1.73,72.73,13.85
Other manufacturing groups (including tobacco products),3,2021,11.8,3.11,1.86,54.66,28.57
Other manufacturing groups (including tobacco products),4,2021,7.91,2.82,1.69,62.71,24.29
Furniture,4,2003,6.94,5.78,2.31,80.35,4.62
Furniture,1,2004,7.04,5.63,3.76,80.28,3.29
Furniture,2,2004,22.96,10.37,14.07,48.15,4.44
Furniture,3,2004,27.66,25.53,3.55,39.72,3.55
Furniture,4,2004,36.96,23.91,4.35,34.78,0.0
Furniture,1,2005,33.0,29.0,2.0,34.0,2.0
Furniture,2,2005,33.33,23.33,0.83,41.67,0.83
Furniture,3,2005,0.0,50.0,1.56,50.0,0.0
Furniture,4,2005,30.23,18.6,2.33,51.16,0.0
Furniture,1,2006,0.0,9.8,0.0,81.37,9.8
Furniture,2,2006,1.45,1.45,0.0,97.1,0.0
Furniture,3,2006,26.97,5.62,0.0,65.17,2.25
Furniture,4,2006,10.53,18.42,0.0,63.16,7.89
Furniture,1,2007,14.91,9.65,0.0,67.54,7.89
Furniture,2,2007,8.08,11.11,0.0,76.77,4.04
Furniture,3,2007,19.77,12.79,0.0,56.98,10.47
Furniture,4,2007,10.0,16.0,0.0,52.0,20.0
Furniture,1,2008,6.36,7.27,0.0,72.73,13.64
Furniture,2,2008,6.35,8.73,0.0,77.78,7.14
Furniture,3,2008,4.81,10.58,0.0,69.23,15.38
Furniture,4,2008,14.04,19.3,0.0,59.65,7.02
Furniture,1,2009,4.67,10.28,0.0,70.09,14.95
Furniture,2,2009,7.14,13.39,0.0,72.32,7.14
Furniture,3,2009,0.0,12.1,0.0,81.45,6.45
Furniture,4,2009,0.0,13.79,0.0,81.03,5.17
Furniture,1,2010,0.0,19.35,0.0,70.32,9.68
Furniture,2,2010,0.0,15.71,0.0,77.14,7.86
Furniture,3,2010,0.0,20.0,0.0,75.0,5.0
Furniture,4,2010,0.0,35.85,0.0,45.28,18.87
Furniture,1,2011,0.0,5.7,0.0,91.71,2.59
Furniture,2,2011,0.0,8.67,0.0,87.28,4.62
Furniture,3,2011,0.0,6.63,0.0,90.36,3.01
Furniture,4,2011,0.0,11.7,0.0,78.72,9.57
Furniture,1,2012,0.0,6.01,0.0,91.26,2.73
Furniture,2,2012,17.83,11.63,0.0,64.34,6.2
Furniture,3,2012,21.7,14.15,0.0,56.6,7.55
Furniture,4,2012,17.46,12.7,0.0,65.08,6.35
Furniture,1,2013,10.75,7.01,0.0,78.5,3.74
Furniture,2,2013,5.71,7.86,0.0,84.29,2.14
Furniture,3,2013,4.04,3.03,0.0,83.84,8.08
Furniture,4,2013,8.64,13.58,0.0,76.54,1.23
Furniture,1,2014,5.91,7.39,0.0,85.22,1.48
Furniture,2,2014,8.91,14.85,0.0,76.24,0.99
Furniture,3,2014,6.43,10.71,0.0,82.86,0.71
Furniture,4,2014,9.47,15.79,0.0,74.74,1.05
Furniture,1,2015,3.45,6.47,0.0,90.09,0.0
Furniture,2,2015,3.42,6.41,0.0,85.9,4.27
Furniture,3,2015,3.52,0.0,6.61,88.55,1.32
Furniture,4,2015,7.21,0.0,13.51,67.57,11.71
Furniture,1,2016,3.57,0.0,6.7,90.18,0.0
Furniture,2,2016,4.85,0.0,9.71,85.92,0.0
Furniture,3,2016,6.57,6.57,7.58,79.29,0.0
Furniture,4,2016,7.02,0.0,13.16,79.82,0.0
Furniture,1,2017,5.88,0.0,11.76,82.35,0.0
Furniture,2,2017,5.3,0.0,9.93,84.77,0.0
Furniture,3,2017,6.02,0.0,11.28,83.46,0.0
Furniture,4,2017,6.15,0.0,11.54,74.62,7.69
Furniture,1,2018,6.21,0.0,12.42,81.37,0.0
Furniture,2,2018,5.71,0.0,10.71,83.57,0.0
Furniture,3,2018,3.94,0.0,8.66,87.4,0.0
Furniture,4,2018,3.94,0.0,8.66,87.4,0.0
Furniture,1,2019,4.78,0.0,9.57,86.12,0.0
Furniture,2,2019,5.59,0.0,10.49,84.62,0.0
Furniture,3,2019,5.26,0.0,10.53,84.21,0.0
Furniture,4,2019,3.05,0.0,6.71,89.63,0.0
Furniture,1,2020,0.0,8.13,2.83,89.05,0.0
Furniture,2,2020,0.0,0.0,0.0,77.39,22.61
Furniture,3,2020,13.06,9.01,0.0,77.93,0.0
Furniture,4,2020,0.0,0.0,0.0,100.0,0.0
Furniture,1,2021,12.45,0.0,8.58,78.97,0.0
Furniture,2,2021,10.45,0.0,6.82,82.73,0.0
Furniture,3,2021,13.64,0.0,0.0,85.91,0.0
Furniture,4,2021,10.63,0.0,5.31,84.06,0.0
Furniture and other manufacturing industries,4,2003,19.57,6.52,2.9,68.84,2.17
Furniture and other manufacturing industries,1,2004,21.43,7.14,3.97,65.08,2.38
Furniture and other manufacturing industries,2,2004,25.23,9.01,9.91,53.15,2.7
Furniture and other manufacturing industries,3,2004,31.25,13.54,4.17,48.96,2.08
Furniture and other manufacturing industries,4,2004,32.94,15.29,2.35,42.35,7.06
Furniture and other manufacturing industries,1,2005,25.25,12.12,4.04,56.57,2.02
Furniture and other manufacturing industries,2,2005,22.34,9.57,5.32,61.7,1.06
Furniture and other manufacturing industries,3,2005,13.95,13.95,4.65,65.12,2.33
Furniture and other manufacturing industries,4,2005,23.88,7.46,5.97,59.7,2.99
Furniture and other manufacturing industries,1,2006,19.1,4.49,3.37,68.54,4.49
Furniture and other manufacturing industries,2,2006,32.93,3.66,3.66,59.76,0.0
Furniture and other manufacturing industries,3,2006,35.9,2.56,5.13,53.85,2.56
Furniture and other manufacturing industries,4,2006,42.37,5.08,5.08,44.07,3.39
Furniture and other manufacturing industries,1,2007,35.29,9.41,1.18,49.41,4.71
Furniture and other manufacturing industries,2,2007,30.12,8.43,2.41,55.42,3.61
Furniture and other manufacturing industries,3,2007,21.13,8.45,5.63,57.75,7.04
Furniture and other manufacturing industries,4,2007,32.0,6.67,4.0,52.0,5.33
Furniture and other manufacturing industries,1,2008,29.17,9.38,4.17,43.75,13.54
Furniture and other manufacturing industries,2,2008,24.72,4.49,3.37,50.56,16.85
Furniture and other manufacturing industries,3,2008,26.74,6.98,4.65,47.67,13.95
Furniture and other manufacturing industries,4,2008,24.5,8.61,5.3,53.64,7.95
Furniture and other manufacturing industries,1,2009,26.44,8.05,5.75,54.02,5.75
Furniture and other manufacturing industries,2,2009,10.44,10.44,8.24,63.74,7.14
Furniture and other manufacturing industries,3,2009,13.53,6.47,1.76,51.76,26.47
Furniture and other manufacturing industries,4,2009,14.93,5.97,2.24,64.93,11.94
Furniture and other manufacturing industries,1,2010,12.7,9.52,3.97,69.05,4.76
Furniture and other manufacturing industries,2,2010,10.43,6.09,5.22,72.17,6.09
Furniture and other manufacturing industries,3,2010,22.55,6.86,3.92,59.8,6.86
Furniture and other manufacturing industries,4,2010,19.15,7.45,4.26,62.77,6.38
Furniture and other manufacturing industries,1,2011,9.19,2.16,1.08,84.86,2.7
Furniture and other manufacturing industries,2,2011,10.17,2.82,1.13,83.62,2.26
Furniture and other manufacturing industries,3,2011,10.88,2.72,2.04,80.95,3.4
Furniture and other manufacturing industries,4,2011,10.0,2.5,1.25,76.25,10.0
Furniture and other manufacturing industries,1,2012,7.98,2.82,0.94,83.57,4.69
Furniture and other manufacturing industries,2,2012,11.98,3.12,1.04,80.73,3.12
Furniture and other manufacturing industries,3,2012,11.83,2.96,1.18,79.29,4.73
Furniture and other manufacturing industries,4,2012,9.55,2.55,1.27,82.8,3.82
Furniture and other manufacturing industries,1,2013,10.76,4.04,0.9,80.27,4.04
Furniture and other manufacturing industries,2,2013,7.55,3.3,0.94,85.38,2.83
Furniture and other manufacturing industries,3,2013,3.9,0.65,1.3,89.61,4.55
Furniture and other manufacturing industries,4,2013,6.41,6.41,3.21,80.77,3.21
Furniture and other manufacturing industries,1,2014,8.04,3.57,0.89,85.27,2.23
Furniture and other manufacturing industries,2,2014,9.3,5.58,2.33,79.07,3.72
Furniture and other manufacturing industries,3,2014,8.7,7.61,2.17,78.8,2.72
Furniture and other manufacturing industries,4,2014,5.95,3.57,4.76,80.95,4.76
Furniture and other manufacturing industries,1,2015,8.62,4.31,1.29,76.72,9.05
Furniture and other manufacturing industries,2,2015,9.9,3.47,0.0,75.25,11.39
Furniture and other manufacturing industries,3,2015,6.58,0.88,3.07,79.39,10.09
Furniture and other manufacturing industries,4,2015,11.54,2.75,4.4,67.03,14.29
Furniture and other manufacturing industries,1,2016,7.29,1.56,3.65,71.35,16.15
Furniture and other manufacturing industries,2,2016,7.76,2.28,4.11,74.43,11.42
Furniture and other manufacturing industries,3,2016,8.42,2.97,3.96,72.77,11.88
Furniture and other manufacturing industries,4,2016,12.58,3.14,3.77,67.3,13.21
Furniture and other manufacturing industries,1,2017,11.52,4.19,3.14,69.11,12.04
Furniture and other manufacturing industries,2,2017,8.33,2.22,5.0,71.67,12.78
Furniture and other manufacturing industries,3,2017,7.11,2.54,3.55,75.63,11.17
Furniture and other manufacturing industries,4,2017,10.06,1.78,5.33,68.05,14.79
Furniture and other manufacturing industries,1,2018,10.84,2.46,2.96,72.41,11.33
Furniture and other manufacturing industries,2,2018,9.21,2.19,2.63,51.32,34.65
Furniture and other manufacturing industries,3,2018,8.79,4.4,1.65,76.92,8.24
Furniture and other manufacturing industries,4,2018,10.26,5.13,1.92,73.08,9.62
Furniture and other manufacturing industries,1,2019,6.61,2.64,2.2,81.94,6.61
Furniture and other manufacturing industries,2,2019,9.38,4.69,2.08,76.04,7.81
Furniture and other manufacturing industries,3,2019,9.68,4.3,3.23,74.73,8.06
Furniture and other manufacturing industries,4,2019,8.47,4.23,2.65,76.72,7.94
Furniture and other manufacturing industries,1,2020,9.66,7.25,1.93,73.91,7.25
Furniture and other manufacturing industries,2,2020,4.64,1.6,0.44,30.19,63.13
Furniture and other manufacturing industries,3,2020,10.55,5.06,1.27,59.49,23.63
Furniture and other manufacturing industries,4,2020,17.75,2.07,0.59,61.54,18.05
Furniture and other manufacturing industries,1,2021,9.06,3.15,2.36,77.17,8.27
Furniture and other manufacturing industries,2,2021,9.65,1.75,2.63,75.0,10.96
Furniture and other manufacturing industries,3,2021,12.14,2.31,1.16,63.01,21.39
Furniture and other manufacturing industries,4,2021,8.74,2.19,2.73,67.76,18.58
