INDUSTRY,QUARTER,YEAR,UTILISATION,UNDER_UTILISATION
Furniture,4,2004,90.8,9.2
Furniture,1,2005,90.0,10.0
Furniture,2,2005,88.0,12.0
Furniture,3,2005,93.6,6.4
Furniture,4,2005,95.7,4.3
Furniture,1,2006,89.8,10.2
Furniture,2,2006,93.1,6.9
Furniture,3,2006,91.2,8.9
Furniture,4,2006,96.2,3.8
Furniture,1,2007,88.6,11.4
Furniture,2,2007,90.1,9.9
Furniture,3,2007,91.4,8.6
Furniture,4,2007,95.0,5.0
Furniture,1,2008,89.0,11.0
Furniture,2,2008,87.4,12.6
Furniture,3,2008,89.6,10.4
Furniture,4,2008,94.3,5.7
Furniture,1,2009,89.3,10.7
Furniture,2,2009,88.8,11.2
Furniture,3,2009,87.6,12.4
Furniture,4,2009,94.2,5.8
Furniture,1,2010,84.5,15.5
Furniture,2,2010,86.0,14.0
Furniture,3,2010,90.0,10.0
Furniture,4,2010,94.7,5.3
Furniture,1,2011,80.7,19.3
Furniture,2,2011,82.7,17.3
Furniture,3,2011,83.4,16.6
Furniture,4,2011,90.6,9.4
Furniture,1,2012,81.7,18.3
Furniture,2,2012,87.1,12.9
Furniture,3,2012,89.4,10.6
Furniture,4,2012,93.7,6.3
Furniture,1,2013,78.6,21.4
Furniture,2,2013,86.0,14.0
Furniture,3,2013,90.1,9.9
Furniture,4,2013,91.9,8.1
Furniture,1,2014,79.7,20.3
Furniture,2,2014,89.9,10.1
Furniture,3,2014,86.0,14.0
Furniture,4,2014,90.5,9.5
Furniture,1,2015,76.8,23.2
Furniture,2,2015,76.6,23.4
Furniture,3,2015,77.3,22.7
Furniture,4,2015,88.9,11.1
Furniture,1,2016,77.6,22.4
Furniture,2,2016,79.4,20.6
Furniture,3,2016,80.2,19.8
Furniture,4,2016,88.6,11.4
Furniture,1,2017,83.0,17.0
Furniture,2,2017,84.9,15.1
Furniture,3,2017,86.7,13.3
Furniture,4,2017,87.0,13.0
Furniture,1,2018,83.9,16.1
Furniture,2,2018,86.0,14.0
Furniture,3,2018,87.3,12.7
Furniture,4,2018,87.3,12.7
Furniture,1,2019,79.1,20.9
Furniture,2,2019,85.7,14.3
Furniture,3,2019,81.0,19.0
Furniture,4,2019,83.6,16.4
Furniture,1,2020,71.7,28.3
Furniture,2,2020,42.5,57.5
Furniture,3,2020,77.8,22.2
Furniture,4,2020,79.4,20.6
Furniture,1,2021,76.7,23.3
Furniture,2,2021,78.0,22.0
Furniture,3,2021,78.0,22.0
Furniture,4,2021,79.3,20.7
Furniture and other manufacturing industries,4,2003,86.2,13.8
Furniture and other manufacturing industries,1,2004,87.4,12.6
Furniture and other manufacturing industries,2,2004,88.9,11.1
Furniture and other manufacturing industries,3,2004,90.4,9.6
Furniture and other manufacturing industries,4,2004,91.5,8.5
Furniture and other manufacturing industries,1,2005,90.1,9.9
Furniture and other manufacturing industries,2,2005,90.6,9.4
Furniture and other manufacturing industries,3,2005,91.4,8.6
Furniture and other manufacturing industries,4,2005,93.3,6.7
Furniture and other manufacturing industries,1,2006,91.1,8.9
Furniture and other manufacturing industries,2,2006,91.8,8.2
Furniture and other manufacturing industries,3,2006,92.2,7.8
Furniture and other manufacturing industries,4,2006,94.1,5.9
Furniture and other manufacturing industries,1,2007,91.5,8.5
Furniture and other manufacturing industries,2,2007,91.7,8.3
Furniture and other manufacturing industries,3,2007,92.9,7.1
Furniture and other manufacturing industries,4,2007,92.5,7.5
Furniture and other manufacturing industries,1,2008,90.4,9.6
Furniture and other manufacturing industries,2,2008,91.1,8.9
Furniture and other manufacturing industries,3,2008,91.4,8.6
Furniture and other manufacturing industries,4,2008,84.9,15.1
Furniture and other manufacturing industries,1,2009,82.6,17.4
Furniture and other manufacturing industries,2,2009,81.8,18.2
Furniture and other manufacturing industries,3,2009,83.0,17.0
Furniture and other manufacturing industries,4,2009,86.6,13.4
Furniture and other manufacturing industries,1,2010,87.4,12.6
Furniture and other manufacturing industries,2,2010,88.5,11.5
Furniture and other manufacturing industries,3,2010,89.8,10.2
Furniture and other manufacturing industries,4,2010,90.6,9.4
Furniture and other manufacturing industries,1,2011,81.5,18.5
Furniture and other manufacturing industries,2,2011,82.3,17.7
Furniture and other manufacturing industries,3,2011,85.3,14.7
Furniture and other manufacturing industries,4,2011,84.0,16.0
Furniture and other manufacturing industries,1,2012,78.7,21.3
Furniture and other manufacturing industries,2,2012,80.8,19.2
Furniture and other manufacturing industries,3,2012,83.1,16.9
Furniture and other manufacturing industries,4,2012,84.3,15.7
Furniture and other manufacturing industries,1,2013,77.7,22.3
Furniture and other manufacturing industries,2,2013,78.8,21.2
Furniture and other manufacturing industries,3,2013,84.6,15.4
Furniture and other manufacturing industries,4,2013,84.4,15.6
Furniture and other manufacturing industries,1,2014,77.6,22.4
Furniture and other manufacturing industries,2,2014,78.5,21.5
Furniture and other manufacturing industries,3,2014,81.6,18.4
Furniture and other manufacturing industries,4,2014,83.2,16.8
Furniture and other manufacturing industries,1,2015,76.8,23.2
Furniture and other manufacturing industries,2,2015,79.8,20.2
Furniture and other manufacturing industries,3,2015,77.2,22.8
Furniture and other manufacturing industries,4,2015,81.8,18.2
Furniture and other manufacturing industries,1,2016,80.8,19.2
Furniture and other manufacturing industries,2,2016,78.1,21.9
Furniture and other manufacturing industries,3,2016,79.8,20.2
Furniture and other manufacturing industries,4,2016,84.1,15.9
Furniture and other manufacturing industries,1,2017,80.9,19.1
Furniture and other manufacturing industries,2,2017,82.0,18.0
Furniture and other manufacturing industries,3,2017,80.3,19.7
Furniture and other manufacturing industries,4,2017,83.1,16.9
Furniture and other manufacturing industries,1,2018,79.7,20.3
Furniture and other manufacturing industries,2,2018,77.2,22.8
Furniture and other manufacturing industries,3,2018,81.8,18.2
Furniture and other manufacturing industries,4,2018,84.4,15.6
Furniture and other manufacturing industries,1,2019,77.3,22.7
Furniture and other manufacturing industries,2,2019,80.8,19.2
Furniture and other manufacturing industries,3,2019,81.4,18.6
Furniture and other manufacturing industries,4,2019,81.1,18.9
Furniture and other manufacturing industries,1,2020,79.3,20.7
Furniture and other manufacturing industries,2,2020,31.1,68.9
Furniture and other manufacturing industries,3,2020,76.3,23.7
Furniture and other manufacturing industries,4,2020,66.2,33.8
Furniture and other manufacturing industries,1,2021,74.6,25.4
Furniture and other manufacturing industries,2,2021,77.2,22.8
Furniture and other manufacturing industries,3,2021,82.7,17.3
Furniture and other manufacturing industries,4,2021,81.7,18.3
